ur,eta,xi
13.10000000000001,0.009715246395934685,0.42021539357647153
13.20000000000001,0.009680621502956566,0.4194711928363101
13.300000000000011,0.00964977492508412,0.4187539305572462
13.400000000000011,0.009618902400426954,0.41806699964386107
13.50000000000001,0.009586812765771668,0.4173953648656729
13.600000000000012,0.009552461819441582,0.41673963422656746
13.700000000000012,0.009526230628798427,0.4161394971232387
13.800000000000011,0.00949638728917268,0.41553159045945764
13.900000000000011,0.009469840038516253,0.41493791581012995
14.00000000000001,0.009442528408794448,0.4143703002573354
14.100000000000012,0.009417771982455303,0.4138127540138874
14.200000000000012,0.009393332992126968,0.4132803328163186
14.300000000000011,0.009368847864998031,0.4127430590774694
14.400000000000013,0.009346276869875325,0.4122343856095271
14.500000000000012,0.009321720713739712,0.41174482079071045
14.600000000000012,0.009300158813120518,0.41128180734378994
14.700000000000012,0.00927811759677244,0.4108008363149015
14.800000000000011,0.009256821230867907,0.41035882902270504
14.900000000000013,0.009236898761139756,0.40991199215755014
15.000000000000012,0.009218112481748975,0.4094948907007196
15.100000000000012,0.009198661633240235,0.4090836621554077
15.200000000000014,0.009180341074982223,0.40868192312889584
15.300000000000013,0.009162663143301941,0.4082859029639629
15.400000000000013,0.009144192190664313,0.40790871688371844
15.500000000000012,0.009127992972488563,0.40754144522809976
15.600000000000012,0.009111293813112376,0.40718040608269246
15.700000000000014,0.00909404933759106,0.4068203597169133
15.800000000000013,0.009079270349722002,0.40648131009950345
15.900000000000013,0.009063945225578074,0.40615424452267657
